Node,Edge,Weight
Agent Zero,Weapon X,7
Agent Zero,Wendigo,1
Agent Zero,Wild Child,5
Agent Zero,Wolverine,21
Agent Zero,Wong,1
Agent Zero,X-Man,1
Agents of Atlas,Amadeus Cho,4
Agents of Atlas,Cable,1
Agents of Atlas,Captain Marvel,1
Agents of Atlas,Carol Danvers,1
Agents of Atlas,Champions,1
Agents of Atlas,Daredevil,1
Agents of Atlas,Gorilla Man,6
Agents of Atlas,Guardians of the Galaxy,1
Agents of Atlas,Hulk,1
Agents of Atlas,Human Robot,9
Agents of Atlas,Jessica Jones,1
Agents of Atlas,Jimmy Woo,6
Agents of Atlas,Luna Snow,4
Agents of Atlas,Marvel Boy,6
Agents of Atlas,Namor,3
Agents of Atlas,Namora,9
Agents of Atlas,Nick Fury,2
Agents of Atlas,Norman Osborn,1
Agents of Atlas,Secret Warriors,1
Agents of Atlas,Shang-Chi,2
Agents of Atlas,Silk,4
Agents of Atlas,Spider-Man,2
Agents of Atlas,Sword Master,1
Agents of Atlas,Thing,1
Agents of Atlas,Venus,6
Agents of Atlas,War Machine,1
Agents of Atlas,Wave,4
Agents of Atlas,Winter Soldier,3
Agents of Atlas,Wolverine,5
Air-Walker,Captain America,2
Air-Walker,Crimson Dynamo,1
Air-Walker,Doc Samson,3
Air-Walker,Firelord,2
Air-Walker,Galactus,2
Air-Walker,Hellcat,1
Air-Walker,Hulk,3
Air-Walker,Human Torch,2
Air-Walker,Invisible Woman,2
Air-Walker,Iron Man,3
Air-Walker,Jasper Sitwell,1
Air-Walker,Loki,1
Air-Walker,Mandarin,1
Air-Walker,Mr. Fantastic,3
Air-Walker,Nick Fury,2
Air-Walker,Onslaught,2
Air-Walker,Scarlet Witch,2
Air-Walker,She-Hulk,3
Air-Walker,Silver Surfer,1
Air-Walker,Sub-Mariner,2
Air-Walker,Terrax,1
Air-Walker,Thanos,1
Air-Walker,Thing,2
Air-Walker,Thor,2
Air-Walker,Uatu The Watcher,1
Air-Walker,Vision,1
Air-Walker,Wasp,1
Ajak,Amadeus Cho,4
Ajak,Hercules,4
Ajak,Nightmare,1
Ajak,Omega,1
Ajak,Skrulls,3
Ajak,Snowbird,4
Albion,Captain Britain,1
Albion,Excalibur,1
Alex Power,Beast,3
Alex Power,Blizzard,1
Alex Power,Cyclops,2
Alex Power,Dragon Man,3
Alex Power,Energizer,9
Alex Power,Firestar,1
Alex Power,Hindsight Lad,2
Alex Power,Iron Man,4
Alex Power,Jack Power,5
Alex Power,Katie Power,5
Alex Power,Lightspeed,13
Alex Power,Marauders,2
Alex Power,Mister Sinister,2
Alex Power,Molecule Man,1
Alex Power,Namorita,2
Alex Power,New Warriors,3
Alex Power,Night Thrasher,1
Alex Power,Nightcrawler,3
Alex Power,Nomad,2
Alex Power,Power Pack,14
Alex Power,Prism,2
Alex Power,Puppet Master,3
Alex Power,Rage,1
Alex Power,Rhodey,2
Alex Power,Riptide,2
Alex Power,Sabretooth,2
Alex Power,Scalphunter,2
Alex Power,Speed Demon,1
Alex Power,Speedball,1
Alex Power,Thor,4
Alex Power,Timeslip,1
Alex Power,Turbo,3
Alex Power,Ultimo,1
Alex Power,Vertigo,2
Alex Power,Wolverine,3
Alex Power,Yondu,1
Alex Wilder,Iron Fist,1
Alex Wilder,Luke Cage,1
Alex Wilder,Old Lace,6
Alex Wilder,Runaways,8
Alexander Pierce,Hydra,1
Alexander Pierce,Secret Warriors,1
Alicia Masters,Alpha Flight,1
Alicia Masters,Angel,4
Alicia Masters,Annihilus,6
Alicia Masters,Ant-Man,1
Alicia Masters,Attuma,1
Alicia Masters,Beast,1
Alicia Masters,Beetle,2
Alicia Masters,Ben Grimm,12
Alicia Masters,Black Bolt,4
Alicia Masters,Black Knight,1
Alicia Masters,Black Panther,5
Alicia Masters,Black Widow,2
Alicia Masters,Brute,1
Alicia Masters,Captain America,7
Alicia Masters,Captain Marvel,5
Alicia Masters,Captain Universe,1
Alicia Masters,Charles Xavier,1
Alicia Masters,Colossus,2
Alicia Masters,Constrictor,2
Alicia Masters,Crystal,5
Alicia Masters,Cyclops,5
Alicia Masters,Daredevil,5
Alicia Masters,Death,1
Alicia Masters,Diablo,1
Alicia Masters,Doctor Doom,15
Alicia Masters,Doctor Strange,3
Alicia Masters,Dragon Man,7
Alicia Masters,Emma Frost,2
Alicia Masters,Firelord,1
Alicia Masters,Firestar,1
Alicia Masters,Foggy Nelson,1
Alicia Masters,Franklin Richards,20
Alicia Masters,Franklin Storm,1
Alicia Masters,Frightful Four,4
Alicia Masters,Galactus,16
Alicia Masters,Gambit,1
Alicia Masters,Gargoyle,1
Alicia Masters,Gladiator,3
Alicia Masters,Gorgon,4
Alicia Masters,Graviton,1
Alicia Masters,Grey Gargoyle,1
Alicia Masters,Hawkeye,1
Alicia Masters,Hulk,3
Alicia Masters,Human Torch,42
Alicia Masters,Hydro-Man,6
Alicia Masters,Iceman,1
Alicia Masters,Impossible Man,1
Alicia Masters,Inhumans,4
Alicia Masters,Invisible Woman,40
Alicia Masters,Iron Man,4
Alicia Masters,J. Jonah Jameson,1
Alicia Masters,Justice,1
Alicia Masters,Kang,1
Alicia Masters,Karnak,3
Alicia Masters,Klaw,3
Alicia Masters,Lockjaw,3
Alicia Masters,Lyja,2
Alicia Masters,Mad Thinker,3
Alicia Masters,Magneto,1
Alicia Masters,Medusa,3
Alicia Masters,Mephisto,1
Alicia Masters,Mole Man,3
Alicia Masters,Mr. Fantastic,38
Alicia Masters,Namor,8
Alicia Masters,Namorita,1
Alicia Masters,Nebula,2
Alicia Masters,Nick Fury,2
Alicia Masters,Nightcrawler,1
Alicia Masters,Nova,4
Alicia Masters,Psycho-Man,5
Alicia Masters,Puppet Master,2
Alicia Masters,Quasimodo,3
Alicia Masters,Red Ghost,1
Alicia Masters,Sandman,1
Alicia Masters,Scarlet Witch,2
Alicia Masters,Shalla-bal,1
Alicia Masters,She-Hulk,5
Alicia Masters,Shi'Ar,2
Alicia Masters,Silver Surfer,20
Alicia Masters,Skrulls,4
Alicia Masters,Spider-Man,5
Alicia Masters,Star-Lord,1
Alicia Masters,Storm,1
Alicia Masters,Sub-Mariner,2
Alicia Masters,Texas Twister,1
Alicia Masters,Thanos,2
Alicia Masters,Thing,40
Alicia Masters,Thor,3
Alicia Masters,Thundra,1
Alicia Masters,Tigra,1
Alicia Masters,Titania,3
Alicia Masters,Uatu The Watcher,3
Alicia Masters,Valeria Richards,5
Alicia Masters,Victor Von Doom,1
Alicia Masters,Vision,2
Alicia Masters,Wasp,1
Alicia Masters,Wrecker,1
Alicia Masters,X-Factor,1
Alpha Flight,Amadeus Cho,1
Alpha Flight,Amiko,1
Alpha Flight,Angel,3
Alpha Flight,Apocalypse,2
Alpha Flight,Archangel,3
Alpha Flight,Attuma,5
Alpha Flight,Aurora,41
Alpha Flight,Banshee,2
Alpha Flight,Beast,4
Alpha Flight,Bedlam,1
Alpha Flight,Beta-Ray Bill,1
Alpha Flight,Bishop,1
Alpha Flight,Black Bolt,4
Alpha Flight,Black Knight,2
Alpha Flight,Black Panther,2
Alpha Flight,Black Widow,3
Alpha Flight,Blastaar,1
Alpha Flight,Box,6
Alpha Flight,Bullseye,1
Alpha Flight,Cable,2
Alpha Flight,Cannonball,1
Alpha Flight,Captain America,11
Alpha Flight,Captain Britain,1
Alpha Flight,Captain Marvel,18
Alpha Flight,Centennial,12
Alpha Flight,Colleen Wing,1
Alpha Flight,Colossus,6
Alpha Flight,Countess,1
Alpha Flight,Crystal,3
Alpha Flight,Cyclops,9
Alpha Flight,Daken,5
Alpha Flight,Daredevil,5
Alpha Flight,Dark Phoenix,1
Alpha Flight,Dazzler,5
Alpha Flight,Deadpool,1
Alpha Flight,Doctor Doom,3
Alpha Flight,Doctor Strange,3
Alpha Flight,Elektra,1
Alpha Flight,Elsa Bloodstone,1
Alpha Flight,Emma Frost,1
Alpha Flight,Firelord,2
Alpha Flight,Firestar,1
Alpha Flight,Forge,3
Alpha Flight,Galactus,6
Alpha Flight,Gambit,1
Alpha Flight,Gamora,1
Alpha Flight,Gargoyle,2
Alpha Flight,Ghost Rider,1
Alpha Flight,Gorgon,2
Alpha Flight,Guardian,15
Alpha Flight,Guardians of the Galaxy,3
Alpha Flight,Havok,3
Alpha Flight,Hawkeye,2
Alpha Flight,Hercules,1
Alpha Flight,Howard The Duck,1
Alpha Flight,Hulk,8
Alpha Flight,Human Torch,4
Alpha Flight,Husk,1
Alpha Flight,Hydra,3
Alpha Flight,Iceman,4
Alpha Flight,Immortus,1
Alpha Flight,Inhumans,4
Alpha Flight,Invisible Woman,7
Alpha Flight,Iron Fist,1
Alpha Flight,Iron Man,10
Alpha Flight,Ironheart,1
Alpha Flight,Jean Grey,2
Alpha Flight,Jessica Jones,1
Alpha Flight,Joseph,1
Alpha Flight,Jubilee,1
Alpha Flight,Juggernaut,1
Alpha Flight,Kang,2
Alpha Flight,Karnak,2
Alpha Flight,Kitty Pryde,1
Alpha Flight,Lady Deathstrike,1
Alpha Flight,Legion,1
Alpha Flight,Living Lightning,1
Alpha Flight,Loki,2
Alpha Flight,Longshot,1
Alpha Flight,Luke Cage,1
Alpha Flight,Machine Man,5
Alpha Flight,Maggott,1
Alpha Flight,Magneto,3
Alpha Flight,Marrow,1
Alpha Flight,Masters of Evil,1
Alpha Flight,Mauler,1
Alpha Flight,Medusa,1
Alpha Flight,Meltdown,1
Alpha Flight,Mole Man,1
Alpha Flight,Moon Knight,1
Alpha Flight,Mr. Fantastic,1
Alpha Flight,Ms. America,1
Alpha Flight,Ms. Marvel,1
Alpha Flight,Namor,5
Alpha Flight,Nemesis,10
Alpha Flight,Nick Fury,1
Alpha Flight,Nightcrawler,7
Alpha Flight,Northstar,36
Alpha Flight,Nova,4
Alpha Flight,Omega Flight,4
Alpha Flight,Omega Red,1
Alpha Flight,Peter Quill,1
Alpha Flight,Polaris,1
Alpha Flight,Professor X,1
Alpha Flight,Psylocke,2
Alpha Flight,Puck,45
Alpha Flight,Puppet Master,1
Alpha Flight,Quasar,2
Alpha Flight,Red Hulk,5
Alpha Flight,Red Skull,1
Alpha Flight,Rogue,5
Alpha Flight,Sabretooth,1
Alpha Flight,Sasquatch,47
Alpha Flight,Sauron,1
Alpha Flight,Scarlet Witch,1
Alpha Flight,Scorpion,1
Alpha Flight,Sersi,1
Alpha Flight,Shaman,27
Alpha Flight,She-Hulk,11
Alpha Flight,Silver Surfer,3
Alpha Flight,Silverclaw,1
Alpha Flight,Skrulls,1
Alpha Flight,Snowbird,31
Alpha Flight,Spectrum,3
Alpha Flight,Spider-Man,5
Alpha Flight,Stacy X,1
Alpha Flight,Star-Lord,1
Alpha Flight,Stingray,1
Alpha Flight,Storm,7
Alpha Flight,Sub-Mariner,1
Alpha Flight,Sue Storm,2
Alpha Flight,Sunfire,2
Alpha Flight,Supreme Intelligence,2
Alpha Flight,Talisman,9
Alpha Flight,Taskmaster,1
Alpha Flight,Thaddeus Ross,1
Alpha Flight,Thanos,3
Alpha Flight,Thing,4
Alpha Flight,Thor,5
Alpha Flight,Titanium Man,1
Alpha Flight,Triton,1
Alpha Flight,U.S. Agent,1
Alpha Flight,Uatu The Watcher,3
Alpha Flight,Ultimates,2
Alpha Flight,Vermin,1
Alpha Flight,Vindicator,17
Alpha Flight,Vision,1
Alpha Flight,Wendigo,3
Alpha Flight,Wild Child,6
Alpha Flight,Winter Soldier,1
Alpha Flight,Wolverine,33
Alpha Flight,Wonder Man,1
Amadeus Cho,Angel,1
Amadeus Cho,Archangel,1
Amadeus Cho,Ares,8
Amadeus Cho,Betty Ross,1
Amadeus Cho,Black Bolt,1
Amadeus Cho,Black Panther,5
Amadeus Cho,Black Widow,4
Amadeus Cho,Bruce Banner,1
Amadeus Cho,Bullseye,1
Amadeus Cho,Captain America,5
Amadeus Cho,Captain Marvel,8
Amadeus Cho,Chthon,3
Amadeus Cho,Dark Avengers,3
Amadeus Cho,Devil Dinosaur,4
Amadeus Cho,Diamondback,1
Amadeus Cho,Doc Samson,1
Amadeus Cho,Doctor Doom,2
Amadeus Cho,Doctor Strange,3
Amadeus Cho,Domino,11
Amadeus Cho,Dust,3
Amadeus Cho,Edwin Jarvis,14
Amadeus Cho,Elektra,1
Amadeus Cho,Emma Frost,1
Amadeus Cho,Eternity,1
Amadeus Cho,Falcon,1
Amadeus Cho,Fin Fang Foom,1
Amadeus Cho,Ghost Rider,5
Amadeus Cho,Gilgamesh,1
Amadeus Cho,Glenn Talbot,1
Amadeus Cho,Hank Pym,19
Amadeus Cho,Hawkeye,5
Amadeus Cho,Hercules,36
Amadeus Cho,High Evolutionary,1
Amadeus Cho,Howard The Duck,1
Amadeus Cho,Hulk,22
Amadeus Cho,Hulkling,1
Amadeus Cho,Human Torch,1
Amadeus Cho,Hydra,1
Amadeus Cho,Iceman,1
Amadeus Cho,Ikaris,1
Amadeus Cho,Inhumans,2
Amadeus Cho,Invisible Woman,1
Amadeus Cho,Iron Man,4
Amadeus Cho,Iron Patriot,1
Amadeus Cho,Ironheart,19
Amadeus Cho,J. Jonah Jameson,1
Amadeus Cho,Jean Grey,1
Amadeus Cho,Jimmy Woo,7
Amadeus Cho,Jocasta,18
Amadeus Cho,Jubilee,1
Amadeus Cho,Korg,1
Amadeus Cho,Lady Deathstrike,9
Amadeus Cho,Leader,1
Amadeus Cho,Loki,8
Amadeus Cho,Luna Snow,6
Amadeus Cho,Machine Man,1
Amadeus Cho,Makkari,1
Amadeus Cho,Man-Thing,2
Amadeus Cho,Marvel Zombies,1
Amadeus Cho,May Parker,1
Amadeus Cho,Mockingbird,1
Amadeus Cho,Moon Girl,5
Amadeus Cho,Mr. Fantastic,3
Amadeus Cho,Ms. Marvel,41
Amadeus Cho,Namor,9
Amadeus Cho,Namora,6
Amadeus Cho,Nightmare,2
Amadeus Cho,Norman Osborn,6
Amadeus Cho,Nova,31
Amadeus Cho,Old Man Logan,10
Amadeus Cho,Omega,1
Amadeus Cho,Outlaw,1
Amadeus Cho,Patriot,1
Amadeus Cho,Penance,2
Amadeus Cho,Photon,1
Amadeus Cho,Quicksilver,16
Amadeus Cho,Rick Jones,4
Amadeus Cho,S.H.I.E.L.D.,2
Amadeus Cho,Sabretooth,10
Amadeus Cho,Scarlet Witch,8
Amadeus Cho,Sentry,1
Amadeus Cho,Shang-Chi,11
Amadeus Cho,Shanna the She-Devil,3
Amadeus Cho,She-Hulk,3
Amadeus Cho,Silk,18
Amadeus Cho,Skaar,1
Amadeus Cho,Skrulls,3
Amadeus Cho,Snowbird,5
Amadeus Cho,Speed,1
Amadeus Cho,Speedball,2
Amadeus Cho,Spider-Girl,2
Amadeus Cho,Spider-Man,41
Amadeus Cho,Spider-Woman,1
Amadeus Cho,Star Brand,1
Amadeus Cho,Stature,16
Amadeus Cho,Sub-Mariner,1
Amadeus Cho,Sword Master,3
Amadeus Cho,Thena,1
Amadeus Cho,Thing,1
Amadeus Cho,Thor,15
Amadeus Cho,Tyrannus,4
Amadeus Cho,U.S. Agent,13
Amadeus Cho,Ultron,2
Amadeus Cho,Umar,3
Amadeus Cho,Vision,20
Amadeus Cho,Warbound,1
Amadeus Cho,Warpath,8
Amadeus Cho,Wasp,1
Amadeus Cho,Wave,6
Amadeus Cho,Weapon X,4
Amadeus Cho,Wiccan,1
Amadeus Cho,Wolverine,6
Amadeus Cho,Wonder Man,2
Amadeus Cho,X-23,5
Amadeus Cho,Young Avengers,3
Amadeus Cho,Zeus,4
Amanda Sefton,Captain Britain,1
Amanda Sefton,Excalibur,3
Amanda Sefton,Jean Grey,1
Amanda Sefton,Kitty Pryde,2
Amanda Sefton,Lockheed,1
Amanda Sefton,Nightcrawler,7
American Eagle,Black Panther,2
American Eagle,Captain Universe,1
American Eagle,Dani Moonstar,1
American Eagle,Echo,1
American Eagle,Falcon,1
American Eagle,Forge,1
American Eagle,Havok,1
American Eagle,Iron Fist,2
American Eagle,Vengeance,2
American Eagle,Wolverine,2
Amiko,Aurora,1
Amiko,Beast,1
Amiko,Charles Xavier,1
Amiko,Colossus,1
Amiko,Cyclops,3
Amiko,Elektra,1
Amiko,Iron Man,10
Amiko,Lady Deathstrike,1
Amiko,Lockheed,1
Amiko,Madelyne Pryor,1
Amiko,Nightcrawler,3
Amiko,Omega Red,1
Amiko,Puck,1
Amiko,Rogue,1
Amiko,Shaman,1
Amiko,Silver Samurai,6
Amiko,Snowbird,1
Amiko,Storm,1
Amiko,Sunfire,1
Amiko,Vermin,1
Amiko,Wolverine,12
Amora,Balder,2
Amora,Black Knight,1
Amora,Captain America,1
Amora,Doctor Doom,1
Amora,Grim Reaper,1
Amora,Hellcat,1
Amora,Iron Man,2
Amora,Klaw,1
Amora,Living Laser,1
Amora,Loki,4
Amora,Masters of Evil,1
Amora,Nick Fury,1
Amora,Radioactive Man,1
Amora,Scarlet Witch,1
Amora,Sif,2
Amora,Super-Adaptoid,1
Amora,Thor,4
Amora,Tomorrow Man,1
Amora,Ulik,4
Amora,Vision,1
Amora,Wasp,1
Amora,Whirlwind,1
Amphibian,Arcana,2
Amphibian,Blur,2
Amphibian,Doctor Spectrum,3
Amphibian,Hyperion,4
Amphibian,Inertia,2
Amphibian,Nighthawk,3
Amphibian,Nuke,2
Amphibian,Shape,2
Amphibian,Squadron Supreme,4
Amphibian,Zarda,2
Ancient One,Baron Mordo,8
Ancient One,Baron Strucker,2
Ancient One,Beast,1
Ancient One,Black Widow,1
Ancient One,Captain America,5
Ancient One,Charlie-27,2
Ancient One,Clea,12
Ancient One,Colossus,1
Ancient One,Cyclops,1
Ancient One,Daredevil,2
Ancient One,Death,1
Ancient One,Doctor Doom,2
Ancient One,Doctor Strange,29
Ancient One,Dormammu,7
Ancient One,Dum Dum Dugan,2
Ancient One,Enchantress,1
Ancient One,Eternity,2
Ancient One,Firelord,1
Ancient One,Galactus,2
Ancient One,Guardians of the Galaxy,2
Ancient One,Hercules,2
Ancient One,Hulk,3
Ancient One,Human Torch,1
Ancient One,Hydra,2
Ancient One,Invisible Woman,1
Ancient One,Iron Man,4
Ancient One,J. Jonah Jameson,1
Ancient One,Jean Grey,2
Ancient One,Juggernaut,1
Ancient One,Korvac,1
Ancient One,Lizard,1
Ancient One,Loki,1
Ancient One,Mephisto,2
Ancient One,Moon Knight,1
Ancient One,Mr. Fantastic,1
Ancient One,Nick Fury,6
Ancient One,Nightcrawler,1
Ancient One,Nightmare,2
Ancient One,Nova,2
Ancient One,Professor X,1
Ancient One,Psylocke,1
Ancient One,Punisher,2
Ancient One,Quicksilver,1
Ancient One,Robbie Robertson,1
Ancient One,S.H.I.E.L.D.,2
Ancient One,Sabretooth,1
Ancient One,Sasquatch,1
Ancient One,Scarlet Witch,4
Ancient One,Shaman,2
Ancient One,She-Hulk,1
Ancient One,Silver Surfer,4
Ancient One,Spider-Man,5
Ancient One,Starhawk,2
Ancient One,Storm,2
Ancient One,Sub-Mariner,1
Ancient One,Talisman,1
Ancient One,Thanos,1
Ancient One,Thor,3
Ancient One,Uatu The Watcher,1
Ancient One,Umar,4
Ancient One,Vance Astro,2
Ancient One,Vision,1
Ancient One,Wiccan,1
Ancient One,Wolverine,2
Ancient One,Wong,9
Ancient One,Yellow Claw,2
Ancient One,Yondu,2
Angel,Apocalypse,4
Angel,Arcade,1
Angel,Archangel,20
Angel,Ares,2
Angel,Attuma,2
Angel,Aurora,2
Angel,Avalanche,1
Angel,Banshee,3
Angel,Bastion,3
Angel,Beak,3
Angel,Beast,61
Angel,Ben Grimm,2
Angel,Bishop,7
Angel,Black Bolt,1
Angel,Black Knight,2
Angel,Black Panther,2
Angel,Black Tom,3
Angel,Black Widow,15
Angel,Blink,1
Angel,Blob,6
Angel,Blockbuster,1
Angel,Brotherhood of Evil Mutants,1
Angel,Brotherhood of Mutants,3
Angel,Bucky,1
Angel,Cable,1
Angel,Cannonball,5
Angel,Captain America,9
Angel,Captain Marvel,1
Angel,Captain Universe,1
Angel,Carol Danvers,1
Angel,Cassandra Nova,1
Angel,Cecilia Reyes,2
Angel,Cerebro,1
Angel,Ch'od,1
Angel,Chamber,4
Angel,Champions,13
Angel,Charles Xavier,9
Angel,Chimera,1
Angel,Cloak,2
Angel,Colossus,33
Angel,Corsair,1
Angel,Count Nefaria,1
Angel,Crystal,2
Angel,Cyclops,84
Angel,D'Ken Neramani,1
Angel,Dagger,2
Angel,Daimon Hellstrom,1
Angel,Daken,2
Angel,Daredevil,3
Angel,Dark Avengers,2
Angel,Dark Beast,2
Angel,Dark X-Men,2
Angel,Darkstar,5
Angel,Dazzler,27
Angel,Deadpool,1
Angel,Defenders,3
Angel,Diablo,1
Angel,Doc Samson,1
Angel,Doctor Doom,4
Angel,Doctor Strange,7
Angel,Domino,4
Angel,Dormammu,3
Angel,Dragon Man,1
Angel,Dust,1
Angel,Electro,2
Angel,Elixir,2
Angel,Emma Frost,28
Angel,Empath,1
Angel,Erik the Red,1
Angel,Fantomex,4
Angel,Fenris,1
Angel,Feral,1
Angel,Firelord,1
Angel,Foggy Nelson,2
Angel,Franklin Richards,1
Angel,Frenzy,2
Angel,Frightful Four,1
Angel,Galactus,1
Angel,Gambit,12
Angel,Gargoyle,2
Angel,Generation X,1
Angel,Ghost Rider,8
Angel,Gideon,1
Angel,Gladiator,5
Angel,Gorgon,1
Angel,Graviton,1
Angel,Grey Gargoyle,2
Angel,H.A.M.M.E.R.,1
Angel,Havok,14
Angel,Hawkeye,4
Angel,Hellcat,1
Angel,Hellfire Club,3
Angel,Hercules,14
Angel,Holocaust,1
Angel,Hope Summers,2
Angel,Hulk,5
Angel,Human Torch,13
Angel,Husk,1
Angel,Iceman,71
Angel,Inhumans,1
Angel,Invisible Woman,2
Angel,Iron Man,2
Angel,Jean Grey,34
Angel,Jubilee,2
Angel,Juggernaut,4
Angel,Ka-Zar,5
Angel,Karma,2
Angel,Kitty Pryde,4
Angel,Kraven the Hunter,1
Angel,Lady Deathstrike,1
Angel,Leper Queen,1
Angel,Lilandra,5
Angel,Lizard,2
Angel,Longshot,2
Angel,Lorna Dane,1
Angel,M.O.D.O.K.,1
Angel,Madelyne Pryor,1
Angel,Madrox,1
Angel,Maggott,1
Angel,Magik,13
Angel,Magneto,28
Angel,Magus,3
Angel,Manta,2
Angel,Maria Hill,5
Angel,Marrow,2
Angel,Master Mold,1
Angel,Mephisto,1
Angel,Mikhail Rasputin,1
Angel,Mimic,2
Angel,Mister Sinister,3
Angel,Moira MacTaggert,1
Angel,Mole Man,3
Angel,Molly Hayes,1
Angel,Moondragon,2
Angel,Morlocks,1
Angel,Mr. Fantastic,1
Angel,Multiple Man,3
Angel,Mystique,9
Angel,Namor,10
Angel,Nemesis,8
Angel,Nick Fury,10
Angel,Nightcrawler,28
Angel,Norman Osborn,2
Angel,Northstar,3
Angel,Nova,1
Angel,Old Man Logan,1
Angel,Onslaught,1
Angel,Oracle,1
Angel,Patriot,1
Angel,Penance,4
Angel,Pixie,6
Angel,Polaris,12
Angel,Professor X,29
Angel,Psylocke,19
Angel,Purifiers,4
Angel,Pyro,3
Angel,Quicksilver,2
Angel,Rachel Grey,2
Angel,Red Skull,1
Angel,Rockslide,1
Angel,Rogue,20
Angel,Sabretooth,1
Angel,Sage,3
Angel,Sally Floyd,3
Angel,Sauron,2
Angel,Scalphunter,1
Angel,Scarlet Witch,4
Angel,Sentinels,5
Angel,Sentry,1
Angel,Shadow King,4
Angel,Shadowcat,2
Angel,Shanna the She-Devil,1
Angel,Silver Surfer,3
Angel,Skrulls,1
Angel,Smasher,1
Angel,Spider-Man,5
Angel,Spiral,1
Angel,Stacy X,6
Angel,Star-Lord,1
Angel,Stepford Cuckoos,14
Angel,Storm,29
Angel,Sub-Mariner,9
Angel,Sunspot,2
Angel,Thanos,1
Angel,Thing,3
Angel,Thunderbolt Ross,1
Angel,Thunderbolts,1
Angel,Toro,2
Angel,Tyger Tiger,1
Angel,Ultimates,2
Angel,Vanisher,1
Angel,Vision,2
Angel,Warpath,5
Angel,Wasp,1
Angel,William Stryker,3
Angel,Winter Soldier,1
Angel,Wolfsbane,5
Angel,Wolverine,35
Angel,Wonder Man,1
Angel,X-23,6
Angel,X-Factor,3
Angel,X-Force,6
Angel,Xorn,2
Angela,Balder,1
Angela,Black Cat,1
Angela,Black Widow,2
Angela,Blade,6
Angela,Captain America,2
Angela,Captain Marvel,2
Angela,Daimon Hellstrom,5
Angela,Daken,1
Angela,Deadpool,2
Angela,Destiny,1
Angela,Doctor Strange,2
Angela,Executioner,1
Angela,Frog Thor,9
Angela,Gamora,1
Angela,Guardians of the Galaxy,8
Angela,Hercules,1
Angela,Hulk,2
Angela,Hulkling,1
Angela,Iceman,1
Angela,Iron Man,4
Angela,Jane Foster,1
Angela,Karma,1
Angela,Karolina Dean,1
Angela,Kitty Pryde,2
Angela,Lightspeed,1
Angela,Loki,6
Angela,Malekith,2
Angela,Marvel Boy,1
Angela,Mystique,1
Angela,Nebula,2
Angela,Nick Fury,2
Angela,Nico Minoru,1
Angela,Northstar,1
Angela,Odin,4
Angela,Prodigy,1
Angela,Red Skull,1
Angela,Rick Jones,1
Angela,Rictor,1
Angela,Sif,2
Angela,Spectrum,6
Angela,Speed,1
Angela,Spider-Man,1
Angela,Spider-Woman,6
Angela,The Watchers,1
Angela,Thing,2
Angela,Thor,11
Angela,Uatu The Watcher,1
Angela,Venom,1
Angela,Wiccan,7
Angela,Winter Soldier,6
Angela,Wolverine,1
Anita Blake,Nicolaos,2
Annihilus,Ant-Man,1
Annihilus,Apocalypse,1
Annihilus,Archangel,8
Annihilus,Balder,1
Annihilus,Banshee,4
Annihilus,Beast,7
Annihilus,Beetle,1
Annihilus,Beta-Ray Bill,1
Annihilus,Black Bolt,9
Annihilus,Black Knight,5
Annihilus,Black Panther,4
Annihilus,Black Widow,3
Annihilus,Blastaar,18
Annihilus,Bloodstorm,4
Annihilus,Bullseye,2
Annihilus,Cable,1
Annihilus,Caliban,1
Annihilus,Cannonball,1
Annihilus,Captain America,14
Annihilus,Captain Britain,7
Annihilus,Captain Marvel,9
Annihilus,Captain Stacy,1
Annihilus,Colossus,4
Annihilus,Crimson Dynamo,1
Annihilus,Crystal,5
Annihilus,Cyclops,8
Annihilus,Daredevil,11
Annihilus,Darkstar,1
Annihilus,Dazzler,2
Annihilus,Death,1
Annihilus,Deathlok,2
Annihilus,Deviants,1
Annihilus,Devos,1
Annihilus,Doctor Doom,13
Annihilus,Doctor Strange,5
Annihilus,Dormammu,1
Annihilus,Dragon Man,5
Annihilus,Drax,7
Annihilus,Elektra,2
Annihilus,Enchantress,1
Annihilus,Eternals,1
Annihilus,Falcon,2
Annihilus,Firelord,2
Annihilus,Forgotten One,1
Annihilus,Franklin Richards,13
Annihilus,Frightful Four,1
Annihilus,Galactus,20
Annihilus,Gambit,1
Annihilus,Gamora,3
Annihilus,Ghost Rider,4
Annihilus,Gladiator,1
Annihilus,Gorgon,1
Annihilus,Guardian,4
Annihilus,Gwen Stacy,1
Annihilus,Hank Pym,3
Annihilus,Havok,2
Annihilus,Hawkeye,1
Annihilus,Hercules,1
Annihilus,High Evolutionary,1
Annihilus,Hulk,11
Annihilus,Human Torch,33
Annihilus,Hyperion,4
Annihilus,Iceman,3
Annihilus,Impossible Man,1
Annihilus,Inhumans,2
Annihilus,Invisible Woman,35
Annihilus,Iron Man,8
Annihilus,J. Jonah Jameson,1
Annihilus,Jean Grey,2
Annihilus,Jigsaw,2
Annihilus,Juggernaut,2
Annihilus,Kang,2
Annihilus,Karnak,2
Annihilus,Kingpin,2
Annihilus,Lady Deathstrike,1
Annihilus,Lockjaw,1
Annihilus,Loki,1
Annihilus,Lyja,1
Annihilus,Machine Man,2
Annihilus,Mad Thinker,2
Annihilus,Magneto,1
Annihilus,Marrow,1
